"County","DeathCount","Gender","Race_Ethnicity","LocationID","LatLong","num_race_eth"
"Burleson County",421.9,"Female","Black",48051,"(30.499639, -96.621876)",2
"Burnet County",280.5,"Female","Black",48053,"(30.797542, -98.182888)",2
"Caldwell County",291.6,"Female","Black",48055,"(29.840307, -97.629289)",2
"Calhoun County",433.2,"Female","Black",48057,"(28.470103, -96.645264)",2
"Callahan County",464.4,"Female","Black",48059,"(32.303606, -99.373446)",2
"Cameron County",642.7,"Female","Black",48061,"(26.133588, -97.544803)",2
"Camp County",388.5,"Female","Black",48063,"(32.981536, -94.975645)",2
"Carson County",468.5,"Female","Black",48065,"(35.403924, -101.35697)",2
"Cass County",335.2,"Female","Black",48067,"(33.080237, -94.34325)",2
"Castro County",240.5,"Female","Black",48069,"(34.530548, -102.257559)",2
"Chambers County",361.1,"Female","Black",48071,"(29.745536, -94.609789)",2
"Cherokee County",420.5,"Female","Black",48073,"(31.84112, -95.168269)",2
"Childress County",240.5,"Female","Black",48075,"(34.529714, -100.208556)",2
"Clay County",381,"Female","Black",48077,"(33.784654, -98.205065)",2
"Cochran County",190.5,"Female","Black",48079,"(33.601838, -102.818093)",2
"Coke County",670.6,"Female","Black",48081,"(31.89263, -100.527805)",2
"Coleman County",438.8,"Female","Black",48083,"(31.776377, -99.45247)",2
"Collin County",219.8,"Female","Black",48085,"(33.190918, -96.565087)",2
"Collingsworth County",240.5,"Female","Black",48087,"(34.963311, -100.268348)",2
"Colorado County",528.8,"Female","Black",48089,"(29.621338, -96.533325)",2
"Comal County",256.8,"Female","Black",48091,"(29.812207, -98.289011)",2
"Comanche County",670.6,"Female","Black",48093,"(31.95219, -98.561002)",2
"Concho County",642.7,"Female","Black",48095,"(31.329231, -99.863384)",2
"Cooke County",217.8,"Female","Black",48097,"(33.641809, -97.204001)",2
"Coryell County",308,"Female","Black",48099,"(31.395079, -97.800221)",2
"Cottle County",375.2,"Female","Black",48101,"(34.081151, -100.284343)",2
"Crane County",512.7,"Female","Black",48103,"(31.43088, -102.511613)",2
"Crockett County",240.5,"Female","Black",48105,"(30.727957, -101.413014)",2
"Crosby County",524.3,"Female","Black",48107,"(33.612984, -101.303773)",2
"Culberson County",670.6,"Female","Black",48109,"(31.457503, -104.516424)",2
"Dallam County",190.5,"Female","Black",48111,"(36.272944, -102.596539)",2
"Dallas County",352,"Female","Black",48113,"(32.773775, -96.773226)",2
"Dawson County",190.5,"Female","Black",48115,"(32.739263, -101.945821)",2
"Deaf Smith County",642.7,"Female","Black",48117,"(34.964992, -102.595958)",2
"Delta County",476.8,"Female","Black",48119,"(33.388888, -95.66343)",2
"Denton County",211.8,"Female","Black",48121,"(33.209951, -97.11254)",2
"DeWitt County",389.4,"Female","Black",48123,"(29.085185, -97.361764)",2
"Dickens County",240.5,"Female","Black",48125,"(33.613871, -100.782481)",2
"Dimmit County",642.7,"Female","Black",48127,"(28.422438, -99.751303)",2
"Donley County",190.5,"Female","Black",48129,"(34.964522, -100.813885)",2
"Duval County",670.6,"Female","Black",48131,"(27.686159, -98.514196)",2
"Eastland County",642.7,"Female","Black",48133,"(32.332842, -98.832027)",2
"Ector County",512,"Female","Black",48135,"(31.869514, -102.545049)",2
"Edwards County",670.6,"Female","Black",48137,"(29.981162, -100.305712)",2
"Ellis County",347.9,"Female","Black",48139,"(32.359899, -96.79456)",2
"El Paso County",205.3,"Female","Black",48141,"(31.775248, -106.244989)",2
"Erath County",375.2,"Female","Black",48143,"(32.240439, -98.21503)",2
"Falls County",370.3,"Female","Black",48145,"(31.258898, -96.935139)",2
"Fannin County",314.2,"Female","Black",48147,"(33.596707, -96.101851)",2
"Fayette County",388.3,"Female","Black",48149,"(29.883069, -96.927656)",2
"Fisher County",501.3,"Female","Black",48151,"(32.740514, -100.404855)",2
"Floyd County",515.4,"Female","Black",48153,"(34.072796, -101.305009)",2
"Foard County",670.6,"Female","Black",48155,"(33.973911, -99.781641)",2
"Fort Bend County",247.1,"Female","Black",48157,"(29.53311, -95.773761)",2
"Franklin County",410.6,"Female","Black",48159,"(33.183302, -95.215584)",2
"Freestone County",405.8,"Female","Black",48161,"(31.711473, -96.149515)",2
"Frio County",642.7,"Female","Black",48163,"(28.865095, -99.110262)",2
"Gaines County",642.7,"Female","Black",48165,"(32.735901, -102.629158)",2
"Galveston County",333,"Female","Black",48167,"(29.406798, -94.955315)",2
"Garza County",522,"Female","Black",48169,"(33.172933, -101.302538)",2
"Gillespie County",670.6,"Female","Black",48171,"(30.324468, -98.949262)",2
"Glasscock County",580.5,"Female","Black",48173,"(31.871895, -101.521498)",2
"Goliad County",318.9,"Female","Black",48175,"(28.653769, -97.427707)",2
"Gonzales County",403.5,"Female","Black",48177,"(29.460268, -97.498962)",2
"Gray County",190.5,"Female","Black",48179,"(35.403598, -100.813885)",2
"Grayson County",253.2,"Female","Black",48181,"(33.629885, -96.670432)",2
"Gregg County",393.3,"Female","Black",48183,"(32.47925, -94.816827)",2
"Grimes County",392.2,"Female","Black",48185,"(30.550013, -95.987077)",2
"Guadalupe County",263.1,"Female","Black",48187,"(29.586354, -97.955007)",2
"Hale County",499.7,"Female","Black",48189,"(34.07355, -101.824583)",2
"Hall County",375.2,"Female","Black",48191,"(34.530892, -100.682762)",2
"Hansford County",375.2,"Female","Black",48195,"(36.272685, -101.354268)",2
"Hardeman County",240.5,"Female","Black",48197,"(34.291164, -99.747749)",2
"Hardin County",443.3,"Female","Black",48199,"(30.332636, -94.390874)",2
"Harris County",356.7,"Female","Black",48201,"(29.861852, -95.396028)",2
"Harrison County",335.1,"Female","Black",48203,"(32.546804, -94.369614)",2
"Hartley County",493.4,"Female","Black",48205,"(35.839507, -102.595685)",2
"Haskell County",190.5,"Female","Black",48207,"(33.178429, -99.728483)",2
"Hays County",228.8,"Female","Black",48209,"(30.053491, -98.039671)",2
"Hemphill County",375.2,"Female","Black",48211,"(35.839372, -100.269797)",2
"Henderson County",421.3,"Female","Black",48213,"(32.217069, -95.849923)",2
"Hidalgo County",190.5,"Female","Black",48215,"(26.401894, -98.191207)",2
"Hill County",347.2,"Female","Black",48217,"(31.999269, -97.132724)",2
"Hockley County",527.9,"Female","Black",48219,"(33.611216, -102.338)",2
"Hood County",642.7,"Female","Black",48221,"(32.432427, -97.829824)",2
"Hopkins County",422.4,"Female","Black",48223,"(33.153071, -95.561345)",2
"Houston County",349.2,"Female","Black",48225,"(31.324204, -95.42149)",2
"Howard County",240.5,"Female","Black",48227,"(32.30616, -101.435127)",2
"Hudspeth County",206.7,"Female","Black",48229,"(31.458315, -105.390813)",2
"Hunt County",465.5,"Female","Black",48231,"(33.127424, -96.078751)",2
"Hutchinson County",549.3,"Female","Black",48233,"(35.841282, -101.353978)",2
"Irion County",642.7,"Female","Black",48235,"(31.307685, -100.981592)",2
"Jack County",642.7,"Female","Black",48237,"(33.235266, -98.170181)",2
"Jackson County",440.3,"Female","Black",48239,"(28.947688, -96.577005)",2
"Jasper County",444.7,"Female","Black",48241,"(30.747838, -94.023567)",2
"Jeff Davis County",642.7,"Female","Black",48243,"(30.716808, -104.142495)",2
"Jefferson County",430.4,"Female","Black",48245,"(29.884669, -94.176312)",2
"Jim Hogg County",240.5,"Female","Black",48247,"(27.049069, -98.707777)",2
"Jim Wells County",240.8,"Female","Black",48249,"(27.731824, -98.095607)",2
"Johnson County",310,"Female","Black",48251,"(32.383983, -97.366658)",2
"Jones County",486.3,"Female","Black",48253,"(32.740283, -99.881124)",2
"Kaufman County",358.3,"Female","Black",48257,"(32.605661, -96.286922)",2
"Kendall County",308.3,"Female","Black",48259,"(29.94735, -98.719345)",2
"Kenedy County",190.5,"Female","Black",48261,"(26.92722, -97.729018)",2
"Kent County",375.2,"Female","Black",48263,"(33.173248, -100.783289)",2
"Kerr County",375.2,"Female","Black",48265,"(30.067209, -99.352759)",2
"Kimble County",375.2,"Female","Black",48267,"(30.48811, -99.749908)",2
"King County",240.5,"Female","Black",48269,"(33.616046, -100.259276)",2
"Kinney County",375.2,"Female","Black",48271,"(29.348653, -100.420371)",2
"Kleberg County",239.7,"Female","Black",48273,"(27.43916, -97.733262)",2
"Knox County",375.2,"Female","Black",48275,"(33.60522, -99.74123)",2
"Lamar County",469,"Female","Black",48277,"(33.671811, -95.56629)",2
"Lamb County",521.8,"Female","Black",48279,"(34.071557, -102.347073)",2
"Lampasas County",326.1,"Female","Black",48281,"(31.201367, -98.244976)",2
"La Salle County",375.2,"Female","Black",48283,"(28.343008, -99.100944)",2
"Lavaca County",511,"Female","Black",48285,"(29.386516, -96.935619)",2
"Lee County",283.8,"Female","Black",48287,"(30.318842, -96.972498)",2
"Leon County",414.9,"Female","Black",48289,"(31.302035, -95.994996)",2
"Liberty County",372.8,"Female","Black",48291,"(30.155052, -94.81795)",2
"Limestone County",375.4,"Female","Black",48293,"(31.55385, -96.581945)",2
"Lipscomb County",240.5,"Female","Black",48295,"(36.274267, -100.272783)",2
"Live Oak County",375.2,"Female","Black",48297,"(28.35048, -98.129854)",2
"Llano County",642.7,"Female","Black",48299,"(30.710191, -98.681978)",2
"Loving County",375.2,"Female","Black",48301,"(31.856645, -103.584539)",2
"Lubbock County",512.3,"Female","Black",48303,"(33.613697, -101.820878)",2
"Lynn County",509.5,"Female","Black",48305,"(33.172235, -101.817157)",2
"McCulloch County",375.2,"Female","Black",48307,"(31.200207, -99.34505)",2
"McLennan County",361.9,"Female","Black",48309,"(31.557737, -97.200857)",2
"McMullen County",240.5,"Female","Black",48311,"(28.349934, -98.573623)",2
"Madison County",382.6,"Female","Black",48313,"(30.973659, -95.926008)",2
"Marion County",318,"Female","Black",48315,"(32.799676, -94.36013)",2
"Martin County",541.6,"Female","Black",48317,"(32.306634, -101.952)",2
"Mason County",190.5,"Female","Black",48319,"(30.722288, -99.224221)",2
"Matagorda County",349.1,"Female","Black",48321,"(28.870504, -95.987045)",2
"Maverick County",190.5,"Female","Black",48323,"(28.741641, -100.315886)",2
"Medina County",314.4,"Female","Black",48325,"(29.357539, -99.11094)",2
"Menard County",670.6,"Female","Black",48327,"(30.893596, -99.820244)",2
"Midland County",509,"Female","Black",48329,"(31.870648, -102.032206)",2
"Milam County",360.8,"Female","Black",48331,"(30.796601, -96.980023)",2
"Mills County",375.2,"Female","Black",48333,"(31.50143, -98.592878)",2
"Mitchell County",375.2,"Female","Black",48335,"(32.306972, -100.919542)",2
"Montague County",375.2,"Female","Black",48337,"(33.677183, -97.721643)",2
"Montgomery County",360.9,"Female","Black",48339,"(30.305575, -95.50759)",2
"Moore County",542.3,"Female","Black",48341,"(35.840361, -101.892621)",2
"Morris County",475,"Female","Black",48343,"(33.124358, -94.735835)",2
"Motley County",642.7,"Female","Black",48345,"(34.077396, -100.784437)",2
"Nacogdoches County",403.6,"Female","Black",48347,"(31.619589, -94.617305)",2
"Navarro County",367.6,"Female","Black",48349,"(32.056032, -96.470082)",2
"Newton County",494.6,"Female","Black",48351,"(30.785381, -93.743083)",2
"Nolan County",491.3,"Female","Black",48353,"(32.303967, -100.410557)",2
"Nueces County",242.3,"Female","Black",48355,"(27.726025, -97.635938)",2
"Ochiltree County",375.2,"Female","Black",48357,"(36.272365, -100.815124)",2
"Oldham County",398.5,"Female","Black",48359,"(35.401172, -102.591559)",2
"Orange County",461.5,"Female","Black",48361,"(30.127906, -93.895247)",2
"Palo Pinto County",240.5,"Female","Black",48363,"(32.756222, -98.306908)",2
"Panola County",335.7,"Female","Black",48365,"(32.160728, -94.303631)",2
"Parker County",293.4,"Female","Black",48367,"(32.779165, -97.799359)",2
"Parmer County",240.5,"Female","Black",48369,"(34.528624, -102.773467)",2
"Pecos County",642.7,"Female","Black",48371,"(30.786084, -102.731631)",2
"Polk County",433.5,"Female","Black",48373,"(30.794672, -94.830263)",2
"Potter County",503.6,"Female","Black",48375,"(35.405302, -101.891389)",2
"Presidio County",642.7,"Female","Black",48377,"(30.000968, -104.235765)",2
"Rains County",458.5,"Female","Black",48379,"(32.873701, -95.786222)",2
"Randall County",378.4,"Female","Black",48381,"(34.965684, -101.897576)",2
"Reagan County",439.7,"Female","Black",48383,"(31.370691, -101.522099)",2
"Real County",670.6,"Female","Black",48385,"(29.838543, -99.830097)",2
"Red River County",501.6,"Female","Black",48387,"(33.627931, -95.045537)",2
"Reeves County",190.5,"Female","Black",48389,"(31.328736, -103.692762)",2
"Refugio County",369.7,"Female","Black",48391,"(28.32063, -97.160159)",2
"Roberts County",375.2,"Female","Black",48393,"(35.841866, -100.815135)",2
"Robertson County",444.6,"Female","Black",48395,"(31.034375, -96.513682)",2
"Rockwall County",295.5,"Female","Black",48397,"(32.905425, -96.406299)",2
"Runnels County",393.7,"Female","Black",48399,"(31.834649, -99.975376)",2
"Rusk County",399.3,"Female","Black",48401,"(32.110433, -94.765421)",2
"Sabine County",451.9,"Female","Black",48403,"(31.345641, -93.850026)",2
"San Augustine County",420.9,"Female","Black",48405,"(31.399034, -94.170321)",2
"San Jacinto County",358.9,"Female","Black",48407,"(30.583279, -95.168748)",2
"San Patricio County",251.6,"Female","Black",48409,"(28.003671, -97.511283)",2
"San Saba County",642.7,"Female","Black",48411,"(31.158407, -98.817279)",2
"Schleicher County",190.5,"Female","Black",48413,"(30.892459, -100.537075)",2
"Scurry County",670.6,"Female","Black",48415,"(32.73961, -100.917806)",2
"Shackelford County",190.5,"Female","Black",48417,"(32.739298, -99.355198)",2
"Shelby County",417.2,"Female","Black",48419,"(31.794184, -94.142352)",2
"Sherman County",190.5,"Female","Black",48421,"(36.272059, -101.893541)",2
"Smith County",415.5,"Female","Black",48423,"(32.377685, -95.270483)",2
"Waller County",378.9,"Female","Black",48473,"(30.012818, -95.994394)",2
"Somervell County",190.5,"Female","Black",48425,"(32.226978, -97.772446)",2
"Starr County",240.5,"Female","Black",48427,"(26.565759, -98.749657)",2
"Stephens County",240.5,"Female","Black",48429,"(32.737809, -98.833384)",2
"Stonewall County",375.2,"Female","Black",48433,"(33.175961, -100.255465)",2
"Sutton County",190.5,"Female","Black",48435,"(30.493286, -100.538026)",2
"Swisher County",190.5,"Female","Black",48437,"(34.530892, -101.731801)",2
"Tarrant County",294.3,"Female","Black",48439,"(32.776215, -97.286653)",2
"Taylor County",470.1,"Female","Black",48441,"(32.301345, -99.892274)",2
"Terrell County",190.5,"Female","Black",48443,"(30.233267, -102.079592)",2
"Terry County",522,"Female","Black",48445,"(33.170742, -102.331846)",2
"Throckmorton County",240.5,"Female","Black",48447,"(33.178779, -99.208866)",2
"Titus County",399.7,"Female","Black",48449,"(33.221409, -94.964483)",2
"Tom Green County",190.5,"Female","Black",48451,"(31.407797, -100.464066)",2
"Travis County",278.5,"Female","Black",48453,"(30.334783, -97.788007)",2
"Trinity County",324.8,"Female","Black",48455,"(31.092163, -95.136108)",2
"Tyler County",440.1,"Female","Black",48457,"(30.770293, -94.374849)",2
"Upshur County",397,"Female","Black",48459,"(32.741323, -94.944141)",2
"Upton County",518.2,"Female","Black",48461,"(31.371874, -102.037382)",2
"Uvalde County",375.2,"Female","Black",48463,"(29.359795, -99.763448)",2
"Val Verde County",190.5,"Female","Black",48465,"(29.893424, -101.148194)",2
"Van Zandt County",435.2,"Female","Black",48467,"(32.569053, -95.835594)",2
"Victoria County",434.6,"Female","Black",48469,"(28.795155, -96.973428)",2
"Walker County",318.5,"Female","Black",48471,"(30.747205, -95.574661)",2
"Ward County",495.6,"Female","Black",48475,"(31.514446, -103.100004)",2
"Washington County",463,"Female","Black",48477,"(30.220468, -96.406738)",2
"Webb County",190.5,"Female","Black",48479,"(27.762264, -99.337447)",2
"Wharton County",259.1,"Female","Black",48481,"(29.277618, -96.231817)",2
"Wheeler County",670.6,"Female","Black",48483,"(35.40249, -100.269358)",2
"Wichita County",367.8,"Female","Black",48485,"(33.985825, -98.702083)",2
"Wilbarger County",377.4,"Female","Black",48487,"(34.078681, -99.241511)",2
"Willacy County",240.5,"Female","Black",48489,"(26.471276, -97.682383)",2
"Williamson County",244.4,"Female","Black",48491,"(30.65376, -97.600993)",2
"Wilson County",312.2,"Female","Black",48493,"(29.176604, -98.093519)",2
"Winkler County",473.4,"Female","Black",48495,"(31.850587, -103.053204)",2
"Wise County",273.6,"Female","Black",48497,"(33.218652, -97.652229)",2
"Wood County",413.6,"Female","Black",48499,"(32.790863, -95.380149)",2
"Yoakum County",642.7,"Female","Black",48501,"(33.165632, -102.816631)",2
"Young County",190.5,"Female","Black",48503,"(33.176675, -98.684821)",2
"Zapata County",375.2,"Female","Black",48505,"(27.000684, -99.174828)",2
"Zavala County",670.6,"Female","Black",48507,"(28.866334, -99.76174)",2
"Anderson County",240.5,"Male","Hispanic",48001,"(31.818582, -95.653925)",3
"Andrews County",281,"Male","Hispanic",48003,"(32.302021, -102.632247)",3
"Angelina County",225.2,"Male","Hispanic",48005,"(31.258117, -94.613734)",3
"Aransas County",448.1,"Male","Hispanic",48007,"(28.120937, -96.991962)",3
"Archer County",285.9,"Male","Hispanic",48009,"(33.617932, -98.683651)",3
"Armstrong County",190.5,"Male","Hispanic",48011,"(34.965465, -101.357628)",3
"Atascosa County",436.5,"Male","Hispanic",48013,"(28.888644, -98.530393)",3
"Austin County",237.1,"Male","Hispanic",48015,"(29.88676, -96.2835)",3
"Bailey County",381.9,"Male","Hispanic",48017,"(34.067759, -102.819187)",3
"Bandera County",406.4,"Male","Hispanic",48019,"(29.754297, -99.258457)",3
"Bastrop County",240.4,"Male","Hispanic",48021,"(30.105996, -97.319446)",3
"Baylor County",375,"Male","Hispanic",48023,"(33.615467, -99.209649)",3
"Bee County",461.9,"Male","Hispanic",48025,"(28.411146, -97.743253)",3
"Bell County",254,"Male","Hispanic",48027,"(31.045863, -97.482712)",3
"Bexar County",413.2,"Male","Hispanic",48029,"(29.453009, -98.524606)",3
"Blanco County",441.5,"Male","Hispanic",48031,"(30.272461, -98.397174)",3
"Borden County",430,"Male","Hispanic",48033,"(32.73961, -101.432429)",3
"Bosque County",317.5,"Male","Hispanic",48035,"(31.905356, -97.634677)",3
"Bowie County",240.5,"Male","Hispanic",48037,"(33.448664, -94.416258)",3
"Brazoria County",259.7,"Male","Hispanic",48039,"(29.192432, -95.462105)",3
"Brazos County",335.2,"Male","Hispanic",48041,"(30.670047, -96.301543)",3
"Brewster County",311,"Male","Hispanic",48043,"(29.81452, -103.250155)",3
"Briscoe County",190.5,"Male","Hispanic",48045,"(34.529564, -101.208094)",3
"Brooks County",571.1,"Male","Hispanic",48047,"(27.037142, -98.227611)",3
"Brown County",484.1,"Male","Hispanic",48049,"(31.777174, -98.999606)",3
"Burleson County",397.9,"Male","Hispanic",48051,"(30.499639, -96.621876)",3
"Burnet County",207.7,"Male","Hispanic",48053,"(30.797542, -98.182888)",3
"Caldwell County",266.3,"Male","Hispanic",48055,"(29.840307, -97.629289)",3
"Calhoun County",405.1,"Male","Hispanic",48057,"(28.470103, -96.645264)",3
"Callahan County",432.7,"Male","Hispanic",48059,"(32.303606, -99.373446)",3
"Cameron County",390.8,"Male","Hispanic",48061,"(26.133588, -97.544803)",3
"Cass County",190.5,"Male","Hispanic",48067,"(33.080237, -94.34325)",3
"Castro County",322,"Male","Hispanic",48069,"(34.530548, -102.257559)",3
"Chambers County",267,"Male","Hispanic",48071,"(29.745536, -94.609789)",3
"Cherokee County",468.5,"Male","Hispanic",48073,"(31.84112, -95.168269)",3
"Clay County",267.2,"Male","Hispanic",48077,"(33.784654, -98.205065)",3
"Cochran County",411.6,"Male","Hispanic",48079,"(33.601838, -102.818093)",3
"Coke County",282.3,"Male","Hispanic",48081,"(31.89263, -100.527805)",3
"Coleman County",464.6,"Male","Hispanic",48083,"(31.776377, -99.45247)",3
"Collin County",152.7,"Male","Hispanic",48085,"(33.190918, -96.565087)",3
"Colorado County",398.8,"Male","Hispanic",48089,"(29.621338, -96.533325)",3
"Comal County",367.8,"Male","Hispanic",48091,"(29.812207, -98.289011)",3
"Comanche County",678.5,"Male","Hispanic",48093,"(31.95219, -98.561002)",3
"Concho County",482.8,"Male","Hispanic",48095,"(31.329231, -99.863384)",3
"Cooke County",138.1,"Male","Hispanic",48097,"(33.641809, -97.204001)",3
"Coryell County",345.4,"Male","Hispanic",48099,"(31.395079, -97.800221)",3
"Cottle County",670.6,"Male","Hispanic",48101,"(34.081151, -100.284343)",3
"Crane County",411.2,"Male","Hispanic",48103,"(31.43088, -102.511613)",3
"Crockett County",275.9,"Male","Hispanic",48105,"(30.727957, -101.413014)",3
"Crosby County",400.8,"Male","Hispanic",48107,"(33.612984, -101.303773)",3
"Culberson County",469.5,"Male","Hispanic",48109,"(31.457503, -104.516424)",3
"Dallam County",438.6,"Male","Hispanic",48111,"(36.272944, -102.596539)",3
"Dallas County",245.6,"Male","Hispanic",48113,"(32.773775, -96.773226)",3
"Dawson County",478.1,"Male","Hispanic",48115,"(32.739263, -101.945821)",3
"Deaf Smith County",383.3,"Male","Hispanic",48117,"(34.964992, -102.595958)",3
"Denton County",160.6,"Male","Hispanic",48121,"(33.209951, -97.11254)",3
"DeWitt County",463.9,"Male","Hispanic",48123,"(29.085185, -97.361764)",3
"Dickens County",670.6,"Male","Hispanic",48125,"(33.613871, -100.782481)",3
"Dimmit County",497.9,"Male","Hispanic",48127,"(28.422438, -99.751303)",3
"Duval County",528.7,"Male","Hispanic",48131,"(27.686159, -98.514196)",3
"Eastland County",345.6,"Male","Hispanic",48133,"(32.332842, -98.832027)",3
"Ector County",438.2,"Male","Hispanic",48135,"(31.869514, -102.545049)",3
"Edwards County",397.5,"Male","Hispanic",48137,"(29.981162, -100.305712)",3
"Ellis County",237.7,"Male","Hispanic",48139,"(32.359899, -96.79456)",3
"El Paso County",319.4,"Male","Hispanic",48141,"(31.775248, -106.244989)",3
"Erath County",244.9,"Male","Hispanic",48143,"(32.240439, -98.21503)",3
"Falls County",280,"Male","Hispanic",48145,"(31.258898, -96.935139)",3
"Fannin County",146.6,"Male","Hispanic",48147,"(33.596707, -96.101851)",3
"Fayette County",206.9,"Male","Hispanic",48149,"(29.883069, -96.927656)",3
"Fisher County",316.7,"Male","Hispanic",48151,"(32.740514, -100.404855)",3
"Floyd County",351.9,"Male","Hispanic",48153,"(34.072796, -101.305009)",3
"Foard County",642.7,"Male","Hispanic",48155,"(33.973911, -99.781641)",3
"Fort Bend County",255.7,"Male","Hispanic",48157,"(29.53311, -95.773761)",3
"Franklin County",642.7,"Male","Hispanic",48159,"(33.183302, -95.215584)",3
"Freestone County",252.1,"Male","Hispanic",48161,"(31.711473, -96.149515)",3
"Frio County",527,"Male","Hispanic",48163,"(28.865095, -99.110262)",3
"Gaines County",404.4,"Male","Hispanic",48165,"(32.735901, -102.629158)",3
"Galveston County",267,"Male","Hispanic",48167,"(29.406798, -94.955315)",3
"Garza County",364.5,"Male","Hispanic",48169,"(33.172933, -101.302538)",3
"Gillespie County",188.3,"Male","Hispanic",48171,"(30.324468, -98.949262)",3
"Glasscock County",405.7,"Male","Hispanic",48173,"(31.871895, -101.521498)",3
"Goliad County",418.1,"Male","Hispanic",48175,"(28.653769, -97.427707)",3
"Gonzales County",382.5,"Male","Hispanic",48177,"(29.460268, -97.498962)",3
"Grayson County",142.2,"Male","Hispanic",48181,"(33.629885, -96.670432)",3
"Gregg County",139.8,"Male","Hispanic",48183,"(32.47925, -94.816827)",3
"Grimes County",308.3,"Male","Hispanic",48185,"(30.550013, -95.987077)",3
"Guadalupe County",357.3,"Male","Hispanic",48187,"(29.586354, -97.955007)",3
"Hale County",330.6,"Male","Hispanic",48189,"(34.07355, -101.824583)",3
"Hamilton County",438.5,"Male","Hispanic",48193,"(31.709702, -98.105626)",3
"Hardin County",230.6,"Male","Hispanic",48199,"(30.332636, -94.390874)",3
"Harris County",264.9,"Male","Hispanic",48201,"(29.861852, -95.396028)",3
"Harrison County",105.3,"Male","Hispanic",48203,"(32.546804, -94.369614)",3
"Hartley County",647.8,"Male","Hispanic",48205,"(35.839507, -102.595685)",3
"Haskell County",723.6,"Male","Hispanic",48207,"(33.178429, -99.728483)",3
"Hays County",294.3,"Male","Hispanic",48209,"(30.053491, -98.039671)",3
"Hemphill County",670.6,"Male","Hispanic",48211,"(35.839372, -100.269797)",3
"Henderson County",295.3,"Male","Hispanic",48213,"(32.217069, -95.849923)",3
"Hidalgo County",391.3,"Male","Hispanic",48215,"(26.401894, -98.191207)",3
"Hill County",220.4,"Male","Hispanic",48217,"(31.999269, -97.132724)",3
"Hockley County",444.3,"Male","Hispanic",48219,"(33.611216, -102.338)",3
"Hood County",133.1,"Male","Hispanic",48221,"(32.432427, -97.829824)",3
"Houston County",185.3,"Male","Hispanic",48225,"(31.324204, -95.42149)",3
"Howard County",638.3,"Male","Hispanic",48227,"(32.30616, -101.435127)",3
"Hudspeth County",316.7,"Male","Hispanic",48229,"(31.458315, -105.390813)",3
"Hunt County",214.7,"Male","Hispanic",48231,"(33.127424, -96.078751)",3
"Hutchinson County",317.2,"Male","Hispanic",48233,"(35.841282, -101.353978)",3
"Irion County",201.1,"Male","Hispanic",48235,"(31.307685, -100.981592)",3
"Jack County",105,"Male","Hispanic",48237,"(33.235266, -98.170181)",3
"Jackson County",389.8,"Male","Hispanic",48239,"(28.947688, -96.577005)",3
"Jasper County",203.9,"Male","Hispanic",48241,"(30.747838, -94.023567)",3
"Jeff Davis County",335.4,"Male","Hispanic",48243,"(30.716808, -104.142495)",3
"Jefferson County",230.2,"Male","Hispanic",48245,"(29.884669, -94.176312)",3
"Jim Hogg County",432.7,"Male","Hispanic",48247,"(27.049069, -98.707777)",3
"Jim Wells County",662.5,"Male","Hispanic",48249,"(27.731824, -98.095607)",3
"Johnson County",205,"Male","Hispanic",48251,"(32.383983, -97.366658)",3
"Jones County",637.5,"Male","Hispanic",48253,"(32.740283, -99.881124)",3
"Karnes County",486.6,"Male","Hispanic",48255,"(28.907883, -97.861794)",3
"Kaufman County",237.9,"Male","Hispanic",48257,"(32.605661, -96.286922)",3
"Kendall County",421.1,"Male","Hispanic",48259,"(29.94735, -98.719345)",3
"Kenedy County",441.8,"Male","Hispanic",48261,"(26.92722, -97.729018)",3
"Kerr County",318,"Male","Hispanic",48265,"(30.067209, -99.352759)",3
"Kimble County",275.6,"Male","Hispanic",48267,"(30.48811, -99.749908)",3
"King County",190.5,"Male","Hispanic",48269,"(33.616046, -100.259276)",3
"Kinney County",425.1,"Male","Hispanic",48271,"(29.348653, -100.420371)",3
"Kleberg County",591.4,"Male","Hispanic",48273,"(27.43916, -97.733262)",3
"Knox County",670.6,"Male","Hispanic",48275,"(33.60522, -99.74123)",3
"Lamar County",670.6,"Male","Hispanic",48277,"(33.671811, -95.56629)",3
"Lamb County",417.2,"Male","Hispanic",48279,"(34.071557, -102.347073)",3
"Lampasas County",201.5,"Male","Hispanic",48281,"(31.201367, -98.244976)",3
"La Salle County",480.5,"Male","Hispanic",48283,"(28.343008, -99.100944)",3
"Lavaca County",342.1,"Male","Hispanic",48285,"(29.386516, -96.935619)",3
"Lee County",192.9,"Male","Hispanic",48287,"(30.318842, -96.972498)",3
"Leon County",285.6,"Male","Hispanic",48289,"(31.302035, -95.994996)",3
"Liberty County",266.3,"Male","Hispanic",48291,"(30.155052, -94.81795)",3
"Limestone County",269.9,"Male","Hispanic",48293,"(31.55385, -96.581945)",3
"Lipscomb County",190.5,"Male","Hispanic",48295,"(36.274267, -100.272783)",3
"Live Oak County",513.6,"Male","Hispanic",48297,"(28.35048, -98.129854)",3
"Llano County",308.3,"Male","Hispanic",48299,"(30.710191, -98.681978)",3
"Loving County",464.7,"Male","Hispanic",48301,"(31.856645, -103.584539)",3
"Lubbock County",462.6,"Male","Hispanic",48303,"(33.613697, -101.820878)",3
"Lynn County",466.1,"Male","Hispanic",48305,"(33.172235, -101.817157)",3
